    PID TTY      STAT   TIME COMMAND
     59 ?        I<     0:00 [kworker/8:0H-events_highpri]
     61 ?        S      0:00 [cpuhp/9]
     62 ?        S      0:03 [migration/9]
     63 ?        S      7:57 [ksoftirqd/9]
     65 ?        I<     0:00 [kworker/9:0H-events_highpri]
     66 ?        S      0:00 [cpuhp/10]
     67 ?        S      0:03 [migration/10]
     68 ?        S      7:45 [ksoftirqd/10]
     70 ?        I<     0:00 [kworker/10:0H-events_highpri]
     71 ?        S      0:00 [cpuhp/11]
     72 ?        S      0:03 [migration/11]
     73 ?        S      7:41 [ksoftirqd/11]
     75 ?        I<     0:00 [kworker/11:0H-events_highpri]
     76 ?        S      0:00 [cpuhp/12]
     77 ?        S      0:03 [migration/12]
     78 ?        S      7:39 [ksoftirqd/12]
     80 ?        I<     0:00 [kworker/12:0H-events_highpri]
     81 ?        S      0:00 [cpuhp/13]
     82 ?        S      0:03 [migration/13]
     83 ?        S      7:45 [ksoftirqd/13]
     85 ?        I<     0:00 [kworker/13:0H-events_highpri]
     86 ?        S      0:00 [cpuhp/14]
     87 ?        S      0:03 [migration/14]
     88 ?        S      7:39 [ksoftirqd/14]
     90 ?        I<     0:00 [kworker/14:0H-events_highpri]
     91 ?        S      0:00 [cpuhp/15]
     92 ?        S      0:03 [migration/15]
     93 ?        S      7:36 [ksoftirqd/15]
     95 ?        I<     0:00 [kworker/15:0H-events_highpri]
     96 ?        S      0:00 [cpuhp/16]
     97 ?        S      0:03 [migration/16]
     98 ?        S      8:01 [ksoftirqd/16]
    100 ?        I<     0:00 [kworker/16:0H-events_highpri]
    101 ?        S      0:00 [cpuhp/17]
    102 ?        S      0:03 [migration/17]
    103 ?        S      8:04 [ksoftirqd/17]
    105 ?        I<     0:00 [kworker/17:0H-events_highpri]
    106 ?        S      0:00 [cpuhp/18]
    107 ?        S      0:03 [migration/18]
    108 ?        S      8:00 [ksoftirqd/18]
    110 ?        I<     0:00 [kworker/18:0H-events_highpri]
    111 ?        S      0:00 [cpuhp/19]
    112 ?        S      0:03 [migration/19]
    113 ?        S      7:58 [ksoftirqd/19]
    115 ?        I<     0:00 [kworker/19:0H-events_highpri]
    116 ?        S      0:00 [cpuhp/20]
    117 ?        S      0:02 [migration/20]
    118 ?        S      8:02 [ksoftirqd/20]
    120 ?        I<     0:00 [kworker/20:0H-events_highpri]
    121 ?        S      0:00 [cpuhp/21]
    122 ?        S      0:02 [migration/21]
    123 ?        S      8:03 [ksoftirqd/21]
    125 ?        I<     0:00 [kworker/21:0H-events_highpri]
    126 ?        S      0:00 [cpuhp/22]
    127 ?        S      0:03 [migration/22]
    128 ?        S      8:11 [ksoftirqd/22]
    130 ?        I<     0:00 [kworker/22:0H-events_highpri]
    131 ?        S      0:00 [cpuhp/23]
    132 ?        S      0:03 [migration/23]
    133 ?        S      8:07 [ksoftirqd/23]
    135 ?        I<     0:00 [kworker/23:0H-events_highpri]
    136 ?        S      0:00 [cpuhp/24]
    137 ?        S      0:02 [migration/24]
    138 ?        S      8:11 [ksoftirqd/24]
    140 ?        I<     0:00 [kworker/24:0H-events_highpri]
    141 ?        S      0:00 [cpuhp/25]
    142 ?        S      0:02 [migration/25]
    143 ?        S      8:12 [ksoftirqd/25]
    145 ?        I<     0:00 [kworker/25:0H-events_highpri]
    146 ?        S      0:00 [cpuhp/26]
    147 ?        S      0:02 [migration/26]
    148 ?        S      8:10 [ksoftirqd/26]
    150 ?        I<     0:00 [kworker/26:0H-events_highpri]
    151 ?        S      0:00 [cpuhp/27]
    152 ?        S      0:02 [migration/27]
    153 ?        S      8:12 [ksoftirqd/27]
    155 ?        I<     0:00 [kworker/27:0H-events_highpri]
    156 ?        S      0:00 [cpuhp/28]
    157 ?        S      0:02 [migration/28]
    158 ?        S      8:14 [ksoftirqd/28]
    160 ?        I<     0:00 [kworker/28:0H-events_highpri]
    161 ?        S      0:00 [cpuhp/29]
    162 ?        S      0:02 [migration/29]
    163 ?        S      8:14 [ksoftirqd/29]
    165 ?        I<     0:00 [kworker/29:0H-events_highpri]
    166 ?        S      0:00 [cpuhp/30]
    167 ?        S      0:02 [migration/30]
    168 ?        S      8:18 [ksoftirqd/30]
    170 ?        I<     0:00 [kworker/30:0H-events_highpri]
    171 ?        S      0:00 [cpuhp/31]
    172 ?        S      0:02 [migration/31]
    173 ?        S      8:10 [ksoftirqd/31]
    175 ?        I<     0:00 [kworker/31:0H-events_highpri]
    208 ?        S      0:00 [kdevtmpfs]
    209 ?        I<     0:00 [inet_frag_wq]
    210 ?        S      0:00 [kauditd]
    214 ?        S      0:00 [khungtaskd]
    215 ?        S      0:00 [oom_reaper]
    216 ?        I<     0:00 [writeback]
    217 ?        S      1:16 [kcompactd0]
    218 ?        S      1:10 [kcompactd1]
    219 ?        SN     0:00 [ksmd]
    220 ?        SN     1:15 [khugepaged]
    221 ?        I<     0:00 [kintegrityd]
    222 ?        I<     0:00 [kblockd]
    223 ?        I<     0:00 [blkcg_punt_bio]
    224 ?        I<     0:00 [tpm_dev_wq]
    225 ?        I<     0:00 [edac-poller]
    226 ?        I<     0:00 [devfreq_wq]
    228 ?        I<     0:04 [kworker/0:1H-kblockd]
    230 ?        S      2:39 [kswapd0]
    231 ?        S      3:29 [kswapd1]
    265 ?        I<     0:00 [kthrotld]
    267 ?        I<     0:00 [acpi_thermal_pm]
    268 ?        I<     0:00 [mld]
    269 ?        I<     0:00 [ipv6_addrconf]
    274 ?        I<     0:00 [kstrp]
    279 ?        I<     0:00 [zswap-shrink]
    280 ?        I<     0:00 [kworker/u67:0]
    326 ?        I<     0:02 [kworker/31:1H-kblockd]
    337 ?        I<     0:03 [kworker/23:1H-kblockd]
    338 ?        I<     0:01 [kworker/19:1H-kblockd]
    340 ?        I<     0:04 [kworker/1:1H-kblockd]
    341 ?        I<     0:01 [kworker/30:1H-kblockd]
    342 ?        I<     0:03 [kworker/2:1H-kblockd]
    343 ?        I<     0:02 [kworker/4:1H-kblockd]
    344 ?        I<     0:32 [kworker/22:1H-kblockd]
    345 ?        I<     0:03 [kworker/8:1H-kblockd]
    347 ?        I<     0:01 [kworker/21:1H-kblockd]
    350 ?        I<     0:03 [kworker/9:1H-kblockd]
    358 ?        I<     0:02 [kworker/3:1H-kblockd]
    363 ?        I<     0:01 [kworker/17:1H-kblockd]
    375 ?        I<     0:01 [kworker/5:1H-kblockd]
    377 ?        I<     0:01 [kworker/18:1H-kblockd]
    378 ?        I<     0:01 [kworker/7:1H-kblockd]
    379 ?        I<     0:01 [kworker/6:1H-kblockd]
    381 ?        I<     0:01 [kworker/16:1H-kblockd]
    384 ?        I<     0:02 [kworker/27:1H-kblockd]
    385 ?        I<     0:01 [kworker/20:1H-kblockd]
    390 ?        I<     0:02 [kworker/10:1H-kblockd]
    391 ?        I<     0:02 [kworker/11:1H-kblockd]
    392 ?        I<     0:02 [kworker/12:1H-kblockd]
    393 ?        I<     0:02 [kworker/26:1H-kblockd]
    394 ?        I<     0:02 [kworker/25:1H-kblockd]
    395 ?        I<     0:02 [kworker/13:1H-kblockd]
    396 ?        I<     0:01 [kworker/15:1H-kblockd]
    397 ?        I<     0:01 [kworker/29:1H-kblockd]
    398 ?        I<     0:02 [kworker/14:1H-kblockd]
    406 ?        I<     0:02 [kworker/24:1H-kblockd]
    416 ?        I<     0:01 [kworker/28:1H-kblockd]
    417 ?        I<     0:00 [nvme-wq]
    418 ?        I<     0:00 [nvme-reset-wq]
    419 ?        I<     0:00 [nvme-delete-wq]
    420 ?        I<     0:00 [ata_sff]
    422 ?        S      0:00 [scsi_eh_0]
    423 ?        I<     0:00 [scsi_tmf_0]
    424 ?        S      0:00 [scsi_eh_1]
    425 ?        I<     0:00 [scsi_tmf_1]
    426 ?        S      0:00 [scsi_eh_2]
    427 ?        I<     0:00 [scsi_tmf_2]
    428 ?        S      0:00 [scsi_eh_3]
    429 ?        I<     0:00 [scsi_tmf_3]
    430 ?        S      0:00 [scsi_eh_4]
    431 ?        I<     0:00 [scsi_tmf_4]
    432 ?        S      0:00 [scsi_eh_5]
    433 ?        I<     0:00 [scsi_tmf_5]
    434 ?        S      0:00 [scsi_eh_6]
    435 ?        I<     0:00 [scsi_tmf_6]
    436 ?        S      0:00 [scsi_eh_7]
    437 ?        I<     0:00 [scsi_tmf_7]
    438 ?        S      0:00 [scsi_eh_8]
    439 ?        I<     0:00 [scsi_tmf_8]
    440 ?        S      0:00 [scsi_eh_9]
    441 ?        I<     0:00 [scsi_tmf_9]
    484 ?        S      1:49 [jbd2/sda1-8]
    485 ?        I<     0:00 [ext4-rsv-conver]
    532 ?        Ss     0:09 /lib/systemd/systemd-journald
    564 ?        Ss     0:03 /lib/systemd/systemd-udevd
    682 ?        S      0:00 [watchdogd]
    684 ?        S      0:00 [nv_queue]
    685 ?        S      0:00 [nv_queue]
    686 ?        I<     0:00 [ipmi-msghandler]
    689 ?        S      0:00 [nv_open_q]
    713 ?        SN     0:00 [kipmi0]
    715 ?        I<     0:00 [cryptd]
    716 ?        S      0:00 [nvidia-modeset/kthread_q]
    717 ?        S      0:00 [nvidia-modeset/deferred_close_kthread_q]
    750 ?        Ssl    0:02 /lib/systemd/systemd-timesyncd
    840 ?        Ss     0:00 dhclient -4 -v -i -pf /run/dhclient.eno2.pid -lf /var/lib/dhcp/dhclient.eno2.leases -I -df /var/lib/dhcp/dhclient6.eno2.leases eno2
    858 ?        Ss     0:01 /usr/sbin/cron -f
    860 ?        Ss     0:01 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
    865 ?        Ss     0:01 /lib/systemd/systemd-logind
    869 tty1     Ss+    0:00 /sbin/agetty -o -p -- \u --noclear - linux
    872 ?        S<     3:41 /usr/sbin/atopacctd
    874 ?        Ss     0:01 /usr/bin/nvidia-persistenced --user nvpd
    890 ?        S      0:00 [irq/118-nvidia]
    891 ?        S      0:00 [nvidia]
    892 ?        S      0:00 [nv_queue]
    986 ?        Ss     0:00 /lib/systemd/systemd --user
    987 ?        S      0:00 (sd-pam)
   1144 ?        S      0:26 [jbd2/nvme0n1p1-8]
   1145 ?        I<     0:00 [ext4-rsv-conver]
   1149 ?        I<     0:00 [btrfs-worker]
   1150 ?        I<     0:00 [btrfs-worker-hi]
   1151 ?        I<     0:00 [btrfs-delalloc]
   1152 ?        I<     0:00 [btrfs-flush_del]
   1153 ?        I<     0:00 [btrfs-cache]
   1154 ?        I<     0:00 [btrfs-fixup]
   1155 ?        I<     0:00 [btrfs-endio]
   1156 ?        I<     0:00 [btrfs-endio-met]
   1157 ?        I<     0:00 [btrfs-endio-rai]
   1158 ?        I<     0:00 [btrfs-rmw]
   1159 ?        I<     0:00 [btrfs-endio-wri]
   1160 ?        I<     0:00 [btrfs-compresse]
   1161 ?        I<     0:00 [btrfs-freespace]
   1162 ?        I<     0:00 [btrfs-delayed-m]
   1163 ?        I<     0:00 [btrfs-qgroup-re]
   1165 ?        S      0:03 [btrfs-cleaner]
   1166 ?        S     21:48 [btrfs-transaction]
   1260 ?        Ss     0:01 SCREEN
   1261 pts/2    Ss     0:00 /bin/bash
   1263 pts/2    S      0:00 su - tomas
   1264 pts/2    S      0:00 -bash
   1539 pts/2    S      0:00 bash
  33072 ?        I      0:00 [kworker/25:1-mm_percpu_wq]
 279496 ?        I      0:00 [kworker/29:1-mm_percpu_wq]
 361292 ?        I      0:00 [kworker/28:0-events]
 522376 ?        Ss     0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
 707232 ?        I      0:00 [kworker/29:0-wg-crypt-wg0]
1294832 ?        I      0:00 [kworker/30:0-rcu_gp]
1294833 ?        I      0:00 [kworker/13:1-mm_percpu_wq]
1383757 ?        I      0:00 [kworker/30:2-rcu_par_gp]
1570043 ?        I      0:00 [kworker/15:2-rcu_gp]
1570052 ?        I      0:00 [kworker/8:2-wg-crypt-wg0]
1643876 ?        I      0:00 [kworker/11:0-wg-crypt-wg0]
1794345 ?        I      0:00 [kworker/18:2-mm_percpu_wq]
1865860 ?        I      0:00 [kworker/26:0-cgroup_destroy]
2002969 pts/2    S+     0:05 /usr/bin/bash -x ./run.sh glibc-tuned
2054500 ?        I      0:00 [kworker/10:1-rcu_gp]
2138101 ?        I      0:00 [kworker/20:0-rcu_gp]
2138102 ?        I      0:00 [kworker/4:2-rcu_par_gp]
2138136 ?        I      0:00 [kworker/24:0-events]
2249424 ?        I      0:00 [kworker/12:0-rcu_gp]
2410570 ?        I      0:00 [kworker/5:1-wg-crypt-wg0]
2410597 ?        I      0:00 [kworker/24:1-mm_percpu_wq]
2500193 ?        I      0:00 [kworker/18:1-wg-crypt-wg0]
2586915 ?        I      0:00 [kworker/17:0-wg-crypt-wg0]
2586956 ?        I      0:00 [kworker/2:2-events]
2668338 ?        I      0:00 [kworker/22:2-events]
2761633 ?        I      0:00 [kworker/19:0-rcu_gp]
2761666 ?        I      0:00 [kworker/27:0-rcu_par_gp]
2854063 ?        I      0:00 [kworker/21:0-rcu_gp]
2935705 ?        I      0:00 [kworker/25:2-wg-crypt-wg0]
2935714 ?        I      0:00 [kworker/9:2-mm_percpu_wq]
2935732 ?        I      0:00 [kworker/21:2-mm_percpu_wq]
2935740 ?        I      0:00 [kworker/11:2-mm_percpu_wq]
2965917 ?        I<     0:00 [kworker/u69:3-btrfs-worker-high]
2966110 ?        I      0:00 [kworker/3:0-wg-crypt-wg0]
2966118 ?        I      0:00 [kworker/20:2-inode_switch_wbs]
2976474 ?        Ss     0:00 sshd: root@pts/0
2976481 pts/0    Ss+    0:00 -bash
2976584 ?        I      0:00 [kworker/10:2-rcu_par_gp]
2976603 ?        I      0:00 [kworker/8:1-mm_percpu_wq]
2976610 ?        I      0:00 [kworker/13:2-wg-crypt-wg0]
2976627 ?        Ss     0:00 sshd: root@pts/1
2976633 pts/1    Ss+    0:00 -bash
2976729 ?        I      0:00 [kworker/0:2-wg-crypt-wg0]
2976739 ?        S      0:00 [jbd2/sdb1-8]
2976740 ?        I<     0:00 [ext4-rsv-conver]
2987154 ?        I      0:00 [kworker/16:2-mm_percpu_wq]
2987162 ?        I      0:00 [kworker/23:1-mm_percpu_wq]
2997633 ?        I      0:00 [kworker/1:0-events]
2997641 ?        I      0:00 [kworker/22:1-events]
2997665 ?        I      0:00 [kworker/9:1-wg-crypt-wg0]
2997668 ?        I      0:00 [kworker/31:1-wg-crypt-wg0]
2997946 ?        I      0:00 [kworker/23:2-wg-crypt-wg0]
2997995 ?        I      0:00 [kworker/27:1-rcu_par_gp]
3008425 ?        I      0:00 [kworker/26:1-mm_percpu_wq]
3008444 ?        I      0:00 [kworker/5:2-events]
3008534 ?        I      0:00 [kworker/u65:2-events_unbound]
3018862 ?        I      0:00 [kworker/7:1-rcu_gp]
3018888 ?        I      0:00 [kworker/6:2-rcu_gp]
3018889 ?        I      0:00 [kworker/16:0-wg-crypt-wg0]
3018897 ?        I      0:00 [kworker/28:1-mm_percpu_wq]
3018922 ?        I      0:00 [kworker/19:1-events]
3018930 ?        I      0:00 [kworker/31:0-mm_percpu_wq]
3019062 ?        I      0:00 [kworker/3:2-events]
3019074 ?        I      0:00 [kworker/u65:4-writeback]
3029285 ?        I<     0:00 [kworker/u68:1-btrfs-worker-high]
3029286 ?        I<     0:00 [kworker/u68:3-btrfs-worker-high]
3029356 ?        I      0:00 [kworker/1:1-wg-crypt-wg0]
3029382 ?        I      0:00 [kworker/14:1-rcu_gp]
3029464 ?        I      0:01 [kworker/u66:0-btrfs-endio-write]
3029480 ?        I      0:00 [kworker/0:0-events]
3029633 ?        I      0:00 [kworker/u64:5-btrfs-delayed-meta]
3036996 ?        I      0:00 [kworker/u66:1-btrfs-endio-write]
3039760 ?        I      0:00 [kworker/u66:5-btrfs-worker]
3039761 ?        I      0:00 [kworker/u66:6-btrfs-endio-write]
3039763 ?        I      0:01 [kworker/u66:9-btrfs-endio-write]
3039788 ?        I<     0:00 [kworker/u69:1-btrfs-worker-high]
3039801 ?        I      0:00 [kworker/6:0-mm_percpu_wq]
3039802 ?        I      0:00 [kworker/4:0-events]
3039810 ?        I      0:00 [kworker/7:0-mm_percpu_wq]
3039811 ?        I      0:00 [kworker/2:0-mm_percpu_wq]
3039830 ?        I      0:00 [kworker/14:2-mm_percpu_wq]
3039837 ?        I      0:00 [kworker/15:0-mm_percpu_wq]
3039871 ?        I      0:00 [kworker/u66:10-btrfs-worker]
3039930 ?        I      0:00 [kworker/u64:0-ext4-rsv-conversion]
3039976 ?        I      0:00 [kworker/u66:3-btrfs-endio-write]
3040037 ?        I      0:00 [kworker/u64:1-btrfs-delayed-meta]
3040044 ?        I      0:00 [kworker/17:1-mm_percpu_wq]
3040082 ?        I      0:00 [kworker/u65:0-flush-btrfs-3]
3040113 ?        I      0:00 [kworker/12:2-mm_percpu_wq]
3040114 ?        I      0:00 [kworker/27:2-mm_percpu_wq]
3040122 ?        I      0:00 [kworker/10:0-mm_percpu_wq]
3040132 ?        I<     0:00 [wg-crypt-wg0]
3040141 ?        I      0:00 [kworker/10:3-cgroup_destroy]
3040148 ?        I      0:00 [kworker/30:1-mm_percpu_wq]
3040185 ?        I      0:00 [kworker/u64:2-ext4-rsv-conversion]
3050265 ?        I      0:00 [kworker/u66:2-btrfs-endio-write]
3050266 ?        I      0:00 [kworker/u66:4-btrfs-endio-write]
3050267 ?        I      0:00 [kworker/u66:7-btrfs-worker]
3050271 ?        Ss     0:00 /mnt/data/builds/no-0-32768-100/bin/postgres -D /mnt/pgdata/data-test
3050272 ?        Ss     0:00 postgres: checkpointer 
3050273 ?        Ss     0:00 postgres: background writer 
3050275 ?        Ss     0:00 postgres: walwriter 
3050276 ?        Ss     0:00 postgres: autovacuum launcher 
3050277 ?        Ss     0:00 postgres: logical replication launcher 
3050280 pts/2    S+     0:00 /usr/bin/bash ./run-star.sh xeon scalability-no-0-32768-100-1722527280 32768 no 0 /home/tomas/lock-scalability-test/20240731-2049-glibc-tuned/logs/star-no-0-32768-100 1 10 1 16 32 100
3050281 pts/2    R+     0:00 ps ax
3171568 ?        S<Ls   0:44 /usr/bin/atop -w /var/log/atop/atop_20240801 600
3501767 ?        I      0:00 [kworker/12:1-rcu_par_gp]
